Label	Hemisphere	Category	PrimaryLabel	LayerLevel	Summary
Asd & Lasd	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Asd & Lasd. Stack: Varie.
Advanced Db(Mod.Db Tech)	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Advanced Db(Mod.Db Tech). Stack: Varie.
Ml(Neural Networks & Dl)	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Ml(Neural Networks & Dl). Stack: Varie.
Slide Tec Web	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Slide Tec Web. Stack: Varie.
Reti Di Calcolatori	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Reti Di Calcolatori. Stack: Varie.
Economia	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Economia. Stack: Varie.
Oo	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Oo. Stack: Varie.
Bdd	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Bdd. Stack: Varie.
Sim	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Sim. Stack: Varie.
Osmci	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Osmci. Stack: Varie.
Lso	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Lso. Stack: Varie.
Lp1	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Lp1. Stack: Varie.
Algebra	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Algebra. Stack: Varie.
Pdc	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Pdc. Stack: Varie.
Ingsw	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Ingsw. Stack: Varie.
Examples	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Examples. Stack: C++.
Video Yt	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Video Yt. Stack: C++.
7 String	LEFT	PROJECT	PROJECT	L1	Progetto Mac: 7 String. Stack: C++.
10 Funptr	LEFT	PROJECT	PROJECT	L1	Progetto Mac: 10 Funptr. Stack: C++.
1 Minimal	LEFT	PROJECT	PROJECT	L1	Progetto Mac: 1 Minimal. Stack: C++.
4 Allocation	LEFT	PROJECT	PROJECT	L1	Progetto Mac: 4 Allocation. Stack: C++.
8 Psecasgen	LEFT	PROJECT	PROJECT	L1	Progetto Mac: 8 Psecasgen. Stack: C++.
6 Iostream	LEFT	PROJECT	PROJECT	L1	Progetto Mac: 6 Iostream. Stack: C++.
5 Usertypes	LEFT	PROJECT	PROJECT	L1	Progetto Mac: 5 Usertypes. Stack: C++.
12 Templates	LEFT	PROJECT	PROJECT	L1	Progetto Mac: 12 Templates. Stack: C++.
2 Structured	LEFT	PROJECT	PROJECT	L1	Progetto Mac: 2 Structured. Stack: C++.
3 Basictypes	LEFT	PROJECT	PROJECT	L1	Progetto Mac: 3 Basictypes. Stack: C++.
Sample	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Sample. Stack: C++.
Binari	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Binari. Stack: Varie.
Soluzione Postgress Pgadmin Prof	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Soluzione Postgress Pgadmin Prof. Stack: Varie.
Posgre Sql Pg Admin	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Posgre Sql Pg Admin. Stack: Varie.
Composetest	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Composetest. Stack: Python.
Example	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Example. Stack: Varie.
Test Repo Main	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Test Repo Main. Stack: Varie.
App Alcool	RIGHT	PROJECT	PROJECT	L1	**SafeCheck** is a Flutter mobile app that helps users assess their alcohol consumption safety in real‑time. It combines
App Tombola	LEFT	PROJECT	APP	L1	A new Flutter project.
Cisco Certification	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Cisco Certification. Stack: Varie.
Google Certificate	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Google Certificate. Stack: Varie.
Nvidia Certification	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Nvidia Certification. Stack: Varie.
Cose Laurea	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Cose Laurea. Stack: Varie.
Esercizio Conto Corrente	LEFT	PROJECT	APP	L1	Un sistema bancario moderno con interfaccia grafica elegante in stile Apple, sviluppato in Java con JavaFX.
Habit Tracker	LEFT	PROJECT	SCRIPT_TOOL	L1	Benvenuto nel repository ufficiale di **Habit Tracker**, un'applicazione iOS nativa progettata per aiutarti a costruire,
SwiftUI Interface Layer (proj-habittracker)	LEFT	MODULE	UI_COMPONENT	L2	Interfaccia utente dichiarativa SwiftUI per il progetto proj-habittracker.
Uni Match 1	RIGHT	PROJECT	PROJECT	L1	App Flutter cross-platform (iOS + Android) per il dating tra studenti universitari italiani.
Uni Stats	LEFT	PROJECT	PROJECT	L1	Un'applicazione iOS nativa per il tracciamento e la simulazione della carriera universitaria.
SwiftUI Interface Layer (proj-unistats)	LEFT	MODULE	UI_COMPONENT	L2	Interfaccia utente dichiarativa SwiftUI per il progetto proj-unistats.
Gioco Scacchi	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Gioco Scacchi. Stack: Python, Swift.
Uni Match	RIGHT	PROJECT	PROJECT	L1	Progetto Mac: Uni Match. Stack: React, TypeScript.
Palazzo	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Palazzo. Stack: C.
New Project	LEFT	PROJECT	PROJECT	L1	Progetto Mac: New Project. Stack: JavaScript.
Propedia Demo	LEFT	PROJECT	PROJECT	L1	Mockup stakeholder, not production app.
Book	LEFT	PROJECT	PROJECT	L1	Progetto editoriale per edizione illustrata KDP.
Render Final	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Render Final. Stack: Varie.
Render Proof 1	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Render Proof 1. Stack: Varie.
Render Proof Final	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Render Proof Final. Stack: Varie.
Render1	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Render1. Stack: Varie.
Render Pdf Temp	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Render Pdf Temp. Stack: Varie.
Render Revision Final	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Render Revision Final. Stack: Varie.
New Chapters	LEFT	PROJECT	PROJECT	L1	Progetto Mac: New Chapters. Stack: Varie.
Render2	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Render2. Stack: Varie.
Render3	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Render3. Stack: Varie.
Render Revision	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Render Revision. Stack: Varie.
Source Chapters	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Source Chapters. Stack: Varie.
Rendered V2	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Rendered V2. Stack: Varie.
Rendered	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Rendered. Stack: Varie.
Outputs	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Outputs. Stack: Varie.
Tscheck	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Tscheck. Stack: JavaScript, React, TailwindCSS, TypeScript, Vite.
Calm Raman	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Calm Raman. Stack: Varie.
Eager Pasteur	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Eager Pasteur. Stack: Varie.
Pgf Pie	LEFT	PROJECT	PROJECT	L1	![CI](https://github.com/pgf-tikz/pgf-pie/workflows/CI/badge.svg)
Workspace	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Workspace. Stack: JavaScript.
Gods Eye View Main	LEFT	PROJECT	PROJECT	L1	Photorealistic 3D globe. Live aircraft, ships, satellites, earthquakes, traffic, and public cameras, with clearly labele
Taste Skill	LEFT	PROJECT	PROJECT	L1	This directory is now a multi-style frontend skill pack with a single main entrypoint.
Auth Screens	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Auth Screens. Stack: JavaScript.
Jules Session 5370203018288358434	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Jules Session 5370203018288358434. Stack: JavaScript.
Website	RIGHT	PROJECT	PROJECT	L1	Un sito web moderno e responsivo che contiene Privacy Policy, Termini e Condizioni, FAQ e informazioni di supporto per l
Tests	RIGHT	PROJECT	PROJECT	L1	Progetto Mac: Tests. Stack: TypeScript.
Missing Feedback	RIGHT	PROJECT	PROJECT	L1	Progetto Mac: Missing Feedback. Stack: Express, JavaScript.
Docs Md	RIGHT	PROJECT	PROJECT	L1	![Status](https://img.shields.io/badge/status-active-success.svg)
Scripts	RIGHT	PROJECT	PROJECT	L1	Progetto Mac: Scripts. Stack: JavaScript, Python.
Federico Iiapp	RIGHT	PROJECT	PROJECT	L1	Progetto Mac: Federico Iiapp. Stack: C, JavaScript, Python, React, Swift, TypeScript.
Utils	RIGHT	PROJECT	PROJECT	L1	Progetto Mac: Utils. Stack: JavaScript, TypeScript.
Mac Pulse Uitests	LEFT	PROJECT	SCRIPT_TOOL	L1	Progetto Mac: Mac Pulse Uitests. Stack: Swift.
Mac Pulse Tests	LEFT	PROJECT	SCRIPT_TOOL	L1	Progetto Mac: Mac Pulse Tests. Stack: Swift.
Mac Pulse2Tests	LEFT	PROJECT	SCRIPT_TOOL	L1	Progetto Mac: Mac Pulse2Tests. Stack: Swift.
App Icon.Appiconset	LEFT	PROJECT	PROJECT	L1	Progetto Mac: App Icon.Appiconset. Stack: Varie.
Accent Color.Colorset	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Accent Color.Colorset. Stack: Varie.
Mac Pulse2Uitests	LEFT	PROJECT	SCRIPT_TOOL	L1	Progetto Mac: Mac Pulse2Uitests. Stack: Swift.
Food Lab2025	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Food Lab2025. Stack: Varie.
Pack4	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Pack4. Stack: Varie.
Pack3	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Pack3. Stack: Varie.
Tassonomia Architetturale: Cloud Database vs Local-First Graph PKM	LEFT	AI_REASONING	AI_REASONING	L1	Formalizzazione della dicotomia tra Notion (database relazionale cloud-first con metadati strutturati) e Obsidian (knowl
Analisi Integrazioni LLM con Notion e Obsidian	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di spiegazione comparativa sulle ragioni e i casi d'uso dell'integrazione di LLM con Notion e Obsidian.
Episodio: Confronto PKM e RAG su Notion e Obsidian	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione incentrata sui motivi per cui gli utenti collegano i propri workspace Notion e Obsidian ai modelli di linguaggi
Progettazione Ecosistema & Integrazioni Future del Supercervello	LEFT	USER_INTENT	USER_INTENT	L1	Identificazione delle migliori applicazioni, sistemi, flussi e potenziamenti architetturali per estendere il connettoma 
Piano Strategico di Evoluzione ad Alto Impatto per il Connettoma	LEFT	AI_REASONING	AI_REASONING	L1	Proposta architetturale a 5 pilastri: Quick-Capture macOS (Raycast/Siri), Knowledge Streams (Readwise/GitHub CI), Motore
Episodio: Brainstorming Evolutivo & Nuove Frontiere del Supercervello	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione strategica tra Pierfrancesco e Gemini 3.7 Flash sull'espansione e integrazione del connettoma con nuove app e s
Potenziamento Grafico Mappamondo 3D & Relazioni Sinaptiche	LEFT	INTENT	USER_INTENT	L1	Richiesta di trasformazione visiva del Mappamondo 3D con spotlight interattivo delle relazioni, gabbia olografica e card
Architettura Mappamondo 3D: Gabbia Olografica, Laser Sinaptici & Floating Rel Card	LEFT	REASONING	AI_REASONING	L1	Implementazione di anelli equatoriali/meridiani Three.js, isolamento 1st-degree neighbors al click, raggi laser additivi
Verifica del Vincolo Architetturale Zero-Cost (0,00€)	LEFT	USER_INTENT	USER_INTENT	L1	Controllo rigoroso della gratuità totale (0,00€) di tutte le estensioni, integrazioni, strumenti e modelli proposti per 
Validazione e Blindatura della Strategia 100% Zero-Cost	LEFT	AI_REASONING	AI_REASONING	L1	Tutti i componenti proposti poggiano su strumenti open-source, risorse locali macOS, tier gratuiti a vita (Render, GitHu
Episodio: Controllo di Rispetto del Vincolo 0,00€ Forever	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Verifica dettagliata punto per punto che l'intero piano di espansione del supercervello rispetti la regola aurea dei 0,0
Test Raycast Node	LEFT	ARCHITECTURE	ARCHITECTURE	L2	Verifica integrazione Raycast con il connettoma
Oggi ho riflettuto sul principio stoico della dicotomia del	RIGHT	LIFE_LESSON	LIFE_LESSON	L2	Oggi ho riflettuto sul principio stoico della dicotomia del controllo nella vita e nel lavoro.
Documentazione Ufficiale FastAPI Dependency Injection	LEFT	ARCHITECTURE	ARCHITECTURE	L2	FastAPI Dependency Injection system provides clean hierarchical dependency management.
Meditazioni (Marco Aurelio) - Estratto	RIGHT	KINDLE_HIGHLIGHT	LIFE_LESSON	L2	Non perdere altro tempo a discutere su cosa sia un uomo buono: sii un uomo buono.
Clean Code: A Handbook of Agile Software Craftsmanship (Robert C. Martin) - Estratto	LEFT	KINDLE_HIGHLIGHT	MENTAL_MODEL	L2	Any fool can write code that a computer can understand. Good programmers write code that humans can understand.
Intento: Test Hook Session End	LEFT	USER_INTENT	USER_INTENT	L1	Obiettivo operativo: Test Hook Session End.
Ragionamento: Test Hook Session End	LEFT	AI_REASONING	AI_REASONING	L1	Verifica automatica dell hook di fine sessione
Episodio: Test Hook Session End	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di sviluppo dedicata a: Test Hook Session End.
Riflessione sull'antifragilità nei sistemi software compless	RIGHT	LIFE_LESSON	LIFE_LESSON	L2	Riflessione sull'antifragilità nei sistemi software complessi e distribuiti.
Il Cigno Nero (Nassim Taleb) - Estratto	RIGHT	KINDLE_HIGHLIGHT	LIFE_LESSON	L2	Non considerare solo ciò che vedi, ma anche ciò che non vedi.
Intento: E2E Test Session Hook	LEFT	USER_INTENT	USER_INTENT	L1	Obiettivo operativo: E2E Test Session Hook.
Ragionamento: E2E Test Session Hook	LEFT	AI_REASONING	AI_REASONING	L1	Verifica automatica suite
Episodio: E2E Test Session Hook	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di sviluppo dedicata a: E2E Test Session Hook.
Riflessione sull'antifragilità nei sistemi software compless	LEFT	COGNITIVE_RULE	COGNITIVE_RULE	L2	Riflessione sull'antifragilità nei sistemi software complessi e distribuiti.
Intento: E2E Test Session Hook	LEFT	USER_INTENT	USER_INTENT	L1	Obiettivo operativo: E2E Test Session Hook.
Ragionamento: E2E Test Session Hook	LEFT	AI_REASONING	AI_REASONING	L1	Verifica automatica suite
Episodio: E2E Test Session Hook	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di sviluppo dedicata a: E2E Test Session Hook.
Riflessione sull'antifragilità nei sistemi software compless	LEFT	COGNITIVE_RULE	COGNITIVE_RULE	L2	Riflessione sull'antifragilità nei sistemi software complessi e distribuiti.
Il Cigno Nero (Nassim Taleb) - Estratto	RIGHT	KINDLE_HIGHLIGHT	LIFE_LESSON	L2	Non considerare solo ciò che vedi, ma anche ciò che non vedi. Token: 1788202485792
Intento: E2E Test Session Hook	LEFT	USER_INTENT	USER_INTENT	L1	Obiettivo operativo: E2E Test Session Hook.
Ragionamento: E2E Test Session Hook	LEFT	AI_REASONING	AI_REASONING	L1	Verifica automatica suite
Episodio: E2E Test Session Hook	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di sviluppo dedicata a: E2E Test Session Hook.
Riflessione sull'antifragilità nei sistemi software compless	LEFT	COGNITIVE_RULE	COGNITIVE_RULE	L2	Riflessione sull'antifragilità nei sistemi software complessi e distribuiti.
Il Cigno Nero (Nassim Taleb) - Estratto	RIGHT	KINDLE_HIGHLIGHT	LIFE_LESSON	L2	Non considerare solo ciò che vedi, ma anche ciò che non vedi. Token: 1788202529771
Intento: E2E Test Session Hook	LEFT	USER_INTENT	USER_INTENT	L1	Obiettivo operativo: E2E Test Session Hook.
Ragionamento: E2E Test Session Hook	LEFT	AI_REASONING	AI_REASONING	L1	Verifica automatica suite
Episodio: E2E Test Session Hook	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di sviluppo dedicata a: E2E Test Session Hook.
Implementazione e Collaudo Ecosistema Ubiquitous Supercervello	LEFT	USER_INTENT	USER_INTENT	L1	Costruzione completa e collaudo a 10 test di tutti i moduli di estensione: Raycast, Web Clipper Safari, Siri Voice Note,
Architettura e Realizzazione dell'Ecosistema Ubiquitous Supercervello	LEFT	AI_REASONING	AI_REASONING	L1	Implementazione modulare a 5 fasi con zero dipendenze esterne a pagamento, SQLite WAL ad alte prestazioni e suite di tes
Episodio: Rilascio e Collaudo Completo del Supercervello Cognitivo	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Completamento e collaudo con successo di tutti i moduli dell'ecosistema cognitivo onnipresente a costo zero.
Revisione Piano Supercervello Ubiquitous Cognitive OS	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di revisione strategica ed ingegneristica del piano di estensione del cervello artificiale in un Cognitive OS 
Valutazione Architetturale e Strategica Supercervello OS	LEFT	AI_REASONING	AI_REASONING	L1	Analisi dell'architettura proposta: approvazione dell'approccio zero-cost locale e validazione dei moduli di cattura a z
Episodio: Revisione Piano Supercervello Cognitive OS	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di revisione critica del piano di implementazione del Supercervello Ubiquitous Cognitive OS a costo zero.
Riflessione sull'antifragilità nei sistemi software compless	LEFT	COGNITIVE_RULE	COGNITIVE_RULE	L2	Riflessione sull'antifragilità nei sistemi software complessi e distribuiti.
Il Cigno Nero (Nassim Taleb) - Estratto	RIGHT	KINDLE_HIGHLIGHT	LIFE_LESSON	L2	Non considerare solo ciò che vedi, ma anche ciò che non vedi. Token: 1788202690874
Intento: E2E Test Session Hook	LEFT	USER_INTENT	USER_INTENT	L1	Obiettivo operativo: E2E Test Session Hook.
Ragionamento: E2E Test Session Hook	LEFT	AI_REASONING	AI_REASONING	L1	Verifica automatica suite
Episodio: E2E Test Session Hook	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di sviluppo dedicata a: E2E Test Session Hook.
Nota Rapida Raycast Test	RIGHT	ARCHITECTURE	ARCHITECTURE	L2	Verifica esecuzione diretta
Test shortcuts debug	LEFT	COGNITIVE_RULE	COGNITIVE_RULE	L2	Test shortcuts debug
Riflessione sull'antifragilità nei sistemi software compless	LEFT	COGNITIVE_RULE	COGNITIVE_RULE	L2	Riflessione sull'antifragilità nei sistemi software complessi e distribuiti.
Il Cigno Nero (Nassim Taleb) - Estratto	RIGHT	KINDLE_HIGHLIGHT	LIFE_LESSON	L2	Non considerare solo ciò che vedi, ma anche ciò che non vedi. Token: 1788208745203
Intento: E2E Test Session Hook	LEFT	USER_INTENT	USER_INTENT	L1	Obiettivo operativo: E2E Test Session Hook.
Ragionamento: E2E Test Session Hook	LEFT	AI_REASONING	AI_REASONING	L1	Verifica automatica suite
Episodio: E2E Test Session Hook	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di sviluppo dedicata a: E2E Test Session Hook.
Riflessione sull'antifragilità nei sistemi software compless	LEFT	COGNITIVE_RULE	COGNITIVE_RULE	L2	Riflessione sull'antifragilità nei sistemi software complessi e distribuiti.
Test E2E Web Clipper Node	RIGHT	CREATIVE_IDEA	CREATIVE_IDEA	L1	Verifica completa dell'ingestione Web Clipper.
Il Cigno Nero (Nassim Taleb) - Estratto	RIGHT	KINDLE_HIGHLIGHT	LIFE_LESSON	L2	Non considerare solo ciò che vedi, ma anche ciò che non vedi. Token: 1788209065631
Intento: E2E Test Session Hook	LEFT	USER_INTENT	USER_INTENT	L1	Obiettivo operativo: E2E Test Session Hook.
Ragionamento: E2E Test Session Hook	LEFT	AI_REASONING	AI_REASONING	L1	Verifica automatica suite
Episodio: E2E Test Session Hook	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di sviluppo dedicata a: E2E Test Session Hook.
Voglio portare a spasso il cane perché mi provoca tante emoz	RIGHT	LIFE_LESSON	LIFE_LESSON	L2	Voglio portare a spasso il cane perché mi provoca tante emozioni e mi manca
Compressione Lessicale e Fluidità Accademica	LEFT	AI_REASONING	AI_REASONING	L1	Rimozione della struttura a elenco puntato in favore di due brevi paragrafi densi di contenuto, preservando tutti i rife
Accorciamento e Compressione Cappello Capitolo 6	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di revisione e sintesi del cappello introduttivo per il Capitolo 6, riducendo la lunghezza e mantenendo una fo
Episodio: Revisione Sintetica Introduzione Risultati	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Iterazione rapida per ridurre la verbosità del testo introduttivo del capitolo dei risultati della tesi di Pierfrancesco
Integrazione Lessicale di Tabelle e Metriche Quantitative	LEFT	AI_REASONING	AI_REASONING	L1	Inserimento di un capoverso finale che valorizza le tabelle riassuntive della tesi (Tabelle 6.4 - 6.16) e l'analisi quan
Integrazione Riferimento Tabelle Comparative nel Cappello del Capitolo 6	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di aggiungere 2-3 righe al cappello introduttivo del Capitolo 6 specificando che i risultati saranno presentat
Episodio: Finalizzazione Cappello Risultati con Riferimento Tabelle	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Completamento dell'introduzione sintetica al capitolo dei risultati con menzione specifica al confronto tramite tabelle 
Chiarimento Stack Rendering Grafi Frontend	LEFT	USER_INTENT	USER_INTENT	L1	Verifica dello stato di utilizzo e adozione di Vis-network, 3d-force-graph, Three.js, D3.js e Cytoscape.js nel frontend 
Analisi e Mappatura Stack Grafico Frontend	LEFT	AI_REASONING	AI_REASONING	L1	Analisi tecnica comparativa sull'impiego reale di Vis-Network (vista 2D), Three.js (Mappamondo 3D), D3.js / 3D-Force-Gra
Episodio: Chiarimento Tecnologie Grafiche Frontend	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di chiarimento sullo stack di visualizzazione grafi adottato e prototipato nel sito e nella dashboard del conne
